player_id,player_name,team_abbreviation,usage,ts_pct_feature,rim_fga_share,three_point_fga_share,shot_diet_profile_label,fit_profile_tags,allstar_value_score
1629496,Ezi Magbegor,SEA,17.415730337078653,0.4622641509433962,0.392156862745098,0.2745098039215686,Paint-Oriented,rim-pressure,
1628882,Lexie Brown,SEA,11.62079510703364,0.6785714285714286,0.1153846153846153,0.7692307692307693,Modern Shot Diet,"spacing, efficient",
1628280,Brionna Jones,ATL,19.02173913043478,0.6065573770491803,0.7058823529411765,,Unavailable Shot Diet,"rim-pressure, efficient",
1631021,Sika Kone,ATL,20.1219512195122,0.4137931034482758,0.3061224489795918,0.5102040816326531,Modern Shot Diet,spacing,
1642802,Lucy Olsen,WAS,18.79194630872483,0.5531914893617021,0.1666666666666666,0.4761904761904761,Perimeter-Leaning,spacing,
1642288,Rickea Jackson,CHI,29.104477611940297,0.5071428571428571,0.15,0.35,Midrange-Heavy,"high-usage, spacing",
1643438,Marta Suarez,PHX,18.11320754716981,0.55,0.4722222222222222,0.3333333333333333,Paint-Oriented,rim-pressure,
1630384,Raquel Carrera,NYL,11.627906976744184,0.6458333333333334,0.5555555555555556,0.3888888888888888,Paint-Oriented,"spacing, rim-pressure, efficient",
1642324,Kate Martin,LAS,14.624505928853756,0.5,0.1212121212121212,0.7272727272727273,Perimeter-Leaning,spacing,
1643490,Eliska Joklova,MIN,17.748917748917748,0.5806451612903226,0.5909090909090909,0.2272727272727273,Paint-Oriented,"rim-pressure, efficient",
1630096,DiJonai Carrington,CHI,31.11111111111111,0.5597014925373134,0.3333333333333333,0.2549019607843137,Diversified Shot Profile,high-usage,
203024,Damiris Dantas,IND,18.59504132231405,0.5555555555555556,0.21875,0.625,Modern Shot Diet,spacing,
1643444,Ta'Niya Latson,LVA,23.88059701492537,0.618421052631579,0.4230769230769231,0.2692307692307693,Paint-Oriented,"rim-pressure, efficient",
1642210,Julie Vanloo,NYL,16.145833333333336,0.7631578947368421,0.1176470588235294,,Unavailable Shot Diet,efficient,
1643527,Jordan Harrison,PDX,19.895287958115183,0.55,0.5384615384615384,0.2307692307692307,Paint-Oriented,rim-pressure,
1643487,Quionche Carter,PHX,14.835164835164834,0.28,0.1666666666666666,0.5,Perimeter-Leaning,spacing,
1643453,Grace VanSlooten,IND,11.363636363636363,0.78125,0.5833333333333334,0.25,Paint-Oriented,"rim-pressure, efficient",
1628242,Emma Cannon,LAS,19.78021978021978,0.75,0.1739130434782608,0.6521739130434783,Modern Shot Diet,"spacing, efficient",
1643495,Justine Pissott,LVA,22.839506172839503,0.5588235294117647,0.088235294117647,0.7058823529411765,Modern Shot Diet,spacing,
1643437,Ashlon Jackson,CON,10.19108280254777,0.3846153846153846,0.1666666666666666,,Unavailable Shot Diet,context-dependent,
1642820,Liatu King,MIN,15.2046783625731,0.5714285714285714,0.375,0.375,Modern Shot Diet,"spacing, rim-pressure",
1629479,Teaira McCowan,MIN,13.924050632911392,0.4375,0.4666666666666667,,Unavailable Shot Diet,rim-pressure,
1643450,Rori Harmon,WAS,15.584415584415584,0.4166666666666667,0.1,0.5,Perimeter-Leaning,spacing,
1631263,Nikolina Milic,TOR,18.705035971223023,0.5,0.4210526315789473,0.1052631578947368,Paint-Oriented,rim-pressure,
1643469,Indya Nivar,ATL,18.18181818181818,0.3541666666666667,0.6111111111111112,,Unavailable Shot Diet,rim-pressure,
