team,player_a,player_b,r,games_both,combined_mpg,combined_sd,r_pctile,name_a,name_b
PDX,1629524,1642782,0.08368464737854002,25,55.099996000000004,10.614947063397599,70.2865761689291,Bridget Carleton,Sarah Ashlee Barker
PDX,1629524,1643436,-0.12049310021186824,31,42.97527096774194,6.752275664405968,42.38310708898944,Bridget Carleton,Serah Williams
PDX,1629524,1643494,0.08447414680976228,32,45.582303125,5.975006982394859,70.43740573152338,Bridget Carleton,Frieda Buhner
PDX,1629524,1643506,0.14371187483249798,27,43.8648111111111,4.7646022845833,78.88386123680242,Bridget Carleton,Teja Oblak
PDX,1630143,1631083,-0.28262690460659384,21,39.63174761904762,6.9357363484073575,23.52941176470588,Luisa Geiselsoder,Emily Engstler
PDX,1630143,1642296,0.10320632470943067,20,33.80584,10.252267294880882,73.45399698340876,Luisa Geiselsoder,Nyadiew Puoch
PDX,1630143,1642304,-0.2951263993458774,19,39.950015789473674,6.94253990339936,21.266968325791854,Luisa Geiselsoder,Carla Leite
PDX,1630143,1642782,0.4536748536297744,20,41.565835,4.1613212699656374,96.98340874811463,Luisa Geiselsoder,Sarah Ashlee Barker
PDX,1630143,1643436,-0.26832748786067423,17,28.276470588235295,9.24011339674497,24.73604826546003,Luisa Geiselsoder,Serah Williams
PDX,1630143,1643494,-0.5230376321801119,18,29.87778333333333,5.2780881368440715,5.88235294117647,Luisa Geiselsoder,Frieda Buhner
PDX,1630143,1643506,-0.18373251050143607,15,28.040000000000003,6.83420662257149,34.23831070889894,Luisa Geiselsoder,Teja Oblak
PDX,1631083,1642296,-0.13062547182564893,35,41.38761142857143,6.4016585639868,41.47812971342383,Emily Engstler,Nyadiew Puoch
PDX,1631083,1642304,0.3786810187889516,33,49.816160606060606,10.069382122799894,95.1734539969834,Emily Engstler,Carla Leite
PDX,1631083,1642782,0.10359748926247349,26,48.627553846153845,9.909340860268387,73.60482654600303,Emily Engstler,Sarah Ashlee Barker
PDX,1631083,1643436,0.0717624303634291,32,36.780203125,6.892707121602038,68.47662141779789,Emily Engstler,Serah Williams
PDX,1631083,1643494,-0.1856359723339306,33,38.951515151515146,5.297264974501064,33.4841628959276,Emily Engstler,Frieda Buhner
