team_abbreviation,dimension,baseline_value,recent_value,delta,league_scale,z_delta
SEA,second_chance_off_poss_share,0.11283851554663991,0.14004914004914004,0.027210624502500128,0.014055422510176658,1.9359520841723972
SEA,penalty_off_poss_share,0.23470411233701102,0.18796068796068796,-0.04674342437632306,0.03672341091110656,-1.2728508386508852
SEA,pace,79.76,81.4,1.6400000000000006,1.8596041745647498,0.8819081084198207
TOR,three_point_attempt_rate,0.41294196130753835,0.42511346444780634,0.012171503140267992,0.050443404684413044,0.24129027801386635
TOR,rim_fga_share,0.314209472981988,0.2980332829046899,-0.01617619007729809,0.05815079271966341,-0.2781766046643796
TOR,midrange_fga_share,0.27284856571047367,0.27685325264750377,0.0040046869370301,0.058844169397011585,0.06805579852799279
TOR,corner3_share_of_3pa,0.22617124394184168,0.2491103202846975,0.02293907634285583,0.030733017041944796,0.7463984519173077
TOR,ft_attempt_rate,0.32354903268845897,0.2708018154311649,-0.05274721725729409,0.04221213900935763,-1.2495746127814331
TOR,turnover_rate,0.1684507042253521,0.20901126408010012,0.04056055985474802,0.015704202441784446,2.582783812492625
TOR,live_ball_turnover_rate,0.08169014084507042,0.10513141426783479,0.023441273422764364,0.010658823415013403,2.199236492626976
TOR,off_reb_per_100_off_poss,13.239436619718308,13.391739674593243,0.15230305487493467,1.9568467032219692,0.0778308564611454
TOR,assist_rate,0.6607142857142857,0.674496644295302,0.013782358581016285,0.019207007525681472,0.7175692810339169
TOR,assisted_points_share,0.5443937087772704,0.575030012004802,0.030636303227531525,0.01807023533814567,1.695401451848239
TOR,second_chance_off_poss_share,0.11549295774647887,0.11639549436795996,0.0009025366214810843,0.014055422510176658,0.06421269946368482
TOR,penalty_off_poss_share,0.28450704225352114,0.22778473091364204,-0.056722311339879095,0.03672341091110656,-1.544581778560338
TOR,pace,80.68181818181819,79.9,-0.7818181818181813,1.8596041745647498,-0.4204218255216436
WAS,three_point_attempt_rate,0.30518518518518517,0.2914798206278027,-0.013705364557382471,0.050443404684413044,-0.2716978491663433
WAS,rim_fga_share,0.36592592592592593,0.36771300448430494,0.0017870785583790072,0.05815079271966341,0.030731800458753077
WAS,midrange_fga_share,0.3288888888888889,0.34080717488789236,0.011918285999003464,0.058844169397011585,0.20253979487063228
WAS,corner3_share_of_3pa,0.24029126213592233,0.28717948717948716,0.046888225043564824,0.030733017041944796,1.5256629370156274
WAS,ft_attempt_rate,0.40814814814814815,0.37070254110612855,-0.0374456070420196,0.04221213900935763,-0.8870814870035044
WAS,turnover_rate,0.21269095182138661,0.17716535433070865,-0.03552559749067796,0.015704202441784446,-2.2621713915349426
WAS,live_ball_turnover_rate,0.1263219741480611,0.08661417322834646,-0.03970780091971464,0.010658823415013403,-3.725345600883539
WAS,off_reb_per_100_off_poss,15.393654524089307,20.99737532808399,5.603720803994683,1.9568467032219692,2.8636483352365296
WAS,assist_rate,0.6858108108108109,0.6418918918918919,-0.04391891891891897,0.019207007525681472,-2.28660913784698
WAS,assisted_points_share,0.5398593200468933,0.5185185185185185,-0.02134080152837481,0.01807023533814567,-1.180991897948616
WAS,second_chance_off_poss_share,0.1245593419506463,0.16141732283464566,0.03685798088399936,0.014055422510176658,2.62233176251463
WAS,penalty_off_poss_share,0.3108108108108108,0.2769028871391076,-0.0339079236717032,0.03672341091110656,-0.9233326325210207
