id,text,_dataset,_league,_season,_season_type,_source_endpoint,_source_params_json,_run_id,_fetched_at_utc,_row_content_hash,_source_response_keys
1611661321,DAL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,8b6adee0e32c2d711918623c984dafd400068b66a34760b645c9978b44cc01ec,"[""teams""]"
1611661331,GSV,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,9b7bcccdcc20ab380138b7b5489328184adb6317fe456f5293778f8cfa338067,"[""teams""]"
1611661325,IND,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,957eb3416b8f54d85d0a3b8bf701f3f54663133f61bec0623aa16153b351e46c,"[""teams""]"
1611661320,LAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,741b31a98d142a218eb1a60a81e00a049baa415cdb976710be7018a8c673f280,"[""teams""]"
1611661319,LVA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,e47b3ba7271f0bfdabaef06252dcb888d49a04fb613760ac25608a6556e1126d,"[""teams""]"
1611661324,MIN,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,42581375959d4224bad25aed67b57077a47ca02019b4f3d3e51a8bc24898fd6f,"[""teams""]"
1611661313,NYL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,542e6b98a169480e56213dfb647ffc2c81e44ef60fbd30f059aac10a4c83a45a,"[""teams""]"
1611661327,PDX,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,209a3cf28011018fc0cda0ae143157c11e79ed0dc90c17890354491a2c9124e4,"[""teams""]"
1611661317,PHX,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,63c2511633de15a552c38ef7367a165f3d912af507d165b875f449cc8b747469,"[""teams""]"
1611661328,SEA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,dc3849ac3844344ddca44cd50d82973552dcfdc338d15cf6442d13b6a608876a,"[""teams""]"
1611661332,TOR,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,ec892941efb5d8d79dbbd939f9901ca3a7228c58fa2b8884b30a6cf880256d22,"[""teams""]"
1611661322,WAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,58adb1fb5e666339a8e27bde9698f2a39e94238a25e16e1e60b01bb1754eeed8,"[""teams""]"
